"","IE_6_5.1","IE_6_5.2","IE_6_5.3","IE_6_5.4","IE_6_5.5","IE_6_5.6","IE_6_5.7","IE_6_5.8","IE_6_5.9","IE_6_5.10","IE_6_5.11","IE_6_5.12","IE_6_5.13","IE_6_5.14","IE_6_5.15"
"AGO 2009",434712605,68077,76515872,347533505,4665448,5997780,244108168,46195740,197912427,190604437,16332625,47191289,0,0,39831796
"SEP 2009",450427085,65985,78543792,361249847,4665448,5967998,251477110,46255828,205221282,198949975,30349848,47882102,0,0,40736160
"OCT 2009",460689782,67133,80935152,369148403,4665448,5940779,254492261,46195828,208296433,206197521,41586520,48133812,0,0,41106928
"NOV 2009",473832654,65822,85118088,378109712,4665448,5939406,258263950,46468744,211795206,215568704,40032796,53564627,3000000,0,46584928
"DIC 2009",479540600,67560,85512864,383864033,4665448,5498254,262353047,46105056,216247990,217187553,24791238,58853631,3000000,0,49007928
"ENE 2010",471383013,69240,84906176,376296969,4665448,5514420,245337916,46105056,199232859,226045097,31651298,60666642,3000000,0,50907928
"FEB 2010",478234815,67212,80029536,388042290,4665448,5497540,256171771,48385648,207786123,222063044,18806268,61277765,3000000,0,51551928
"MAR 2010",490251076,0,78922560,401143156,4665448,5519912,263103691,49533096,213570595,227147385,21100758,61325940,3000000,0,51551928
"ABR 2010",492061938,0,73925784,408565980,4081982,5488192,268783667,51648036,217135631,223278271,24194308,62764562,3000000,0,53261928
"MAY 2010",499325350,0,72391936,417359054,4081982,5492379,278231462,52144532,226086931,221093888,18303134,64284322,3000000,0,54821528
"JUN 2010",508796795,0,72676880,426526197,4081982,5511737,287166808,54579872,232586937,221629987,18615200,65417874,3000000,0,56090528
"JUL 2010",508147079,0,73372904,425005358,4081982,5686835,284697471,54622972,230074498,223449608,20263426,63794455,3000000,0,54590528
"AGO 2010",514188271,0,74619840,429805990,4081982,5680459,287547073,58952024,228595047,226641198,18886802,64760359,3000000,0,55582528
"SEP 2010",522186545,0,73402864,439054650,4081982,5647049,296848459,59102188,237746272,225338086,25927268,65266906,3000000,0,55517528
"OCT 2010",535720834,0,76276416,449525621,4081982,5836816,301350984,59344512,242006474,234369850,45053960,65183453,3000000,0,55502528
"NOV 2010",541042963,0,73147944,457827873,4081982,5985164,300933501,60244504,240688995,240109462,40348504,69311293,6000000,0,56153528
"DIC 2010",544789801,0,70484016,463580182,4081982,6643622,301688848,61169772,240519075,243100953,28898122,73559822,6000000,0,59506080
"ENE 2011",552913507,0,68609864,473571892,4081982,6649770,321593048,60868104,260724943,231320460,31402726,75419817,8000000,0,59506080
"FEB 2011",562487920,0,69332344,481893810,4081982,7179784,326550456,61763976,264786478,235937464,45403252,81960675,13000000,746809,60316080
"MAR 2011",571990217,0,65352376,495399041,4081982,7156818,338859843,64408976,274450865,233130374,47640900,83500323,15000000,746809,59914080
"ABR 2011",563781070,0,63891504,489237929,3498514,7153123,327035556,63126468,263909088,236745515,59779256,84676841,15000000,746809,61444080
"MAY 2011",571152843,0,63072244,497428658,3498514,7153427,343927586,65894416,278033169,227225258,40010848,85530743,16000000,746809,61198080
"JUN 2011",582448110,0,64038552,506839887,3498514,8071156,350154643,65312424,284842218,232293467,40343628,87328998,16000000,1973897,61849080
"JUL 2011",572147442,0,63707252,496865381,3498514,8076294,343832909,63203312,280629595,228314534,48165748,88993981,17750000,1973897,61764080
"AGO 2011",573553245,0,64180608,497783515,3498514,8090607,352793300,63361224,289432078,220759945,20051864,88644019,17750000,1973897,61564080
"SEP 2011",581964638,0,63980384,506432845,3498514,8052894,358144345,64546524,293597822,223820293,31502948,88605678,17750000,1973897,61564080
"OCT 2011",574586994,0,65448456,497601844,3498514,8038180,353756206,61553284,292202922,220830788,27191128,91381031,21085000,1973897,61338080
"NOV 2011",584038537,0,65108712,507005121,3498514,8426189,363183792,61031928,302151863,220854745,24481336,92063074,21855000,2588738,60635376
"DIC 2011",598994968,0,68639480,517629872,3498514,9227101,390427836,62612612,327815224,208567131,30616040,99748286,23851000,2992893,64659376
"ENE 2012",615583714,0,65740960,536307097,3498514,10037142,410155492,64736012,345419480,205428222,36167348,100273711,23851000,3915377,64262280
"FEB 2012",623065466,0,61792528,547886996,3498514,9887427,417907494,64521976,353385520,205157972,54765656,98286567,26215800,3915377,60075680
"MAR 2012",632281485,0,58167292,556060646,3498514,14555033,421909765,66959920,354949845,210371720,54209320,131683290,27059800,19629650,77168832
"ABR 2012",623073213,0,54937748,546292652,2915048,18927766,422010471,64608696,357401775,201062741,44037064,126683094,27059800,20449454,71348832
"MAY 2012",627781258,0,52268336,552474426,2915048,20123448,423614221,65961160,357653060,204167037,40366432,133537678,27059800,27620716,71438832
"JUN 2012",629860431,0,50401168,556307904,2915048,20236312,426838788,65106624,361732162,203021643,28901044,136899756,27059800,29357136,73240000
"JUL 2012",624044784,0,50207520,550339283,2915048,20582934,421269232,61014352,360254882,202775553,23231426,133401565,24059800,29971988,72171000
"AGO 2012",626389066,0,50894832,551972163,2915048,20607024,420575091,63007448,357567643,205813975,19035134,132360551,24059800,29145220,72171000
"SEP 2012",645820923,0,57063356,565290362,2915048,20552158,430345560,66878160,363467400,215475363,36703792,130905779,24059800,28821322,71173000
"OCT 2012",640931558,0,58318148,559157619,2915048,20540744,418978732,60732768,358245964,221952826,29318568,130292917,24059800,30046892,69473552
"NOV 2012",658682765,0,62689736,572547191,2915048,20530790,424463108,63138660,361324448,234219657,40010392,130543712,24443300,30828668,69014552
"DIC 2012",711226507,0,62626600,581313612,2915048,64371248,426531609,67327760,359203845,284694898,35000416,168165009,26608300,30819620,68398600
"ENE 2013",718980475,0,63450852,587996810,2915048,64617764,423215350,65857044,357358305,295765125,29056576,174638810,27608300,36293504,68398600
"FEB 2013",734832499,0,67529024,597455204,2915048,66933224,439618671,66430560,373188112,295213828,43914188,182304771,28014100,31736762,66718600
"MAR 2013",745189080,0,65813488,609558504,2915048,66902040,451738812,67818008,383920802,293450268,47841764,176356306,29597300,29268536,62577400
"ABR 2013",741255045,0,68441832,603965325,1943365,66904524,447917065,68573736,379343328,293337980,38349360,176203934,29672300,30831036,61022500
"MAY 2013",760502167,0,70135920,619615697,1943365,68807184,458187423,69899184,388288239,302314744,47900092,170954032,31720300,30860754,53873200
"JUN 2013",766718930,0,72274312,622824676,1943365,69676576,473788291,67464656,406323633,292930639,39458864,171132613,31720300,31995832,53033200
"JUL 2013",767417976,0,75697840,619751926,1943365,70024848,467711710,63275128,404436581,299706266,38406628,170304684,31720300,33020588,51532200
"AGO 2013",768981681,0,76857200,619516353,1943365,70664760,469492087,64928128,404563958,299489594,31400426,170944159,31720300,33840392,51532200
"SEP 2013",778820715,239220,78340176,627761730,1943365,70775440,467111805,64468128,402643676,311708910,43380100,169362923,29654300,34657380,51410952
"OCT 2013",774679530,235239,80946424,621056026,1943365,70733712,457700111,62460728,395239382,316979419,40648948,169926016,30454300,35887088,50127700
"NOV 2013",782175032,240168,79043472,630008579,1943365,71179616,448394212,57836272,390557942,333780820,26361154,168108179,31954300,35887088,46950552
"DIC 2013",788780617,239895,80044984,634407361,1943365,72384904,434593736,57387272,377206466,354186882,20284120,165357754,31954300,35144956,46606552
"ENE 2014",795955719,243502,79304504,642314281,1943365,72393568,443934366,54947180,388987186,352021353,19578166,165181129,31954300,36480500,45247200
"FEB 2014",804694179,242058,78290608,651864302,1943365,72595904,445218392,55885312,389333082,359475787,27766034,158369475,30454300,37300304,39550048
"MAR 2014",812958052,241488,75580688,662512170,1943365,72921832,455211402,58442732,396768669,357746650,31796910,146522697,28299300,34667812,32853450
"ABR 2014",806142240,243014,73962416,657320030,971683,73888112,457842355,57955160,399887197,348299885,18659446,143736251,28299300,35692568,30582600
"MAY 2014",821693001,245972,74808128,671990916,971683,73922272,463175019,58219408,404955611,358517983,29627180,143645026,28299300,36307420,29961600
"JUN 2014",831166500,249532,74639672,681626655,971683,73928488,458301686,59291348,399010337,372864814,29704758,143760698,28299300,36922272,29511600
"JUL 2014",849764262,252270,74561400,693049257,971683,81181920,485416611,55249572,430167040,364347651,19264178,143802178,28299300,38515576,28273250
"AGO 2014",854142655,251478,74850312,696802397,971683,81518264,489183607,55161228,434022380,364959048,22339676,133844395,28299300,38515576,18373250
"SEP 2014",865409299,257301,77128784,705810280,971683,81498552,497544446,55466064,442078381,367864853,27996922,132659063,28299300,38515576,17473250
"OCT 2014",855997215,255021,76949144,696539625,971683,81536760,494254079,49986032,444268048,361743136,24080120,126984121,28299300,38515576,11935250
"NOV 2014",862561121,251478,77344032,702404425,971683,81840984,485659989,46146288,439513701,376901133,30865358,121406225,25009300,38823004,9485950
"DIC 2014",870539647,256773,77926104,709307047,971683,82334816,483130967,45134868,437996099,387408680,29124590,120482911,24809300,39127068,8661950
"ENE 2015",870573572,266276,79321200,707930647,971683,82350040,453260519,52558396,400702123,417313053,47856820,119535458,24809300,39741920,7310150
"FEB 2015",877210192,274801,78435760,716834156,971683,80968592,472275842,54839688,417436153,404934350,34496520,118472098,24809300,39434496,6641150
"MAR 2015",883366915,274990,77345288,725598033,971683,79451912,475782419,53442696,422339722,407584495,39954264,116333912,24809300,39434496,5966150
"ABR 2015",872919840,275217,77408792,716050699,0,79460352,468831975,53687656,415144321,404087865,25103662,116321507,25329300,40049348,4854050
"MAY 2015",881938044,278164,78769920,723683148,0,79484976,473832521,54228612,419603910,408105523,24759726,116399427,25329300,40612964,4419150
"JUN 2015",896280565,281136,78126976,738672251,0,79481336,481174204,50940044,430234159,415106360,25743378,113651241,23779300,40155184,3722900
"JUL 2015",887981083,284051,79966560,731059642,0,76954880,473056379,50926508,422129870,414924704,15946582,112836167,23779300,39381688,3722900
"AGO 2015",898527527,274903,81473144,740078865,0,76975520,472398304,51083008,421315296,426129223,28551640,112835463,23779300,39381688,3722900
"SEP 2015",912054073,270819,82314288,752758630,0,76981152,480437349,51269856,429167493,431616724,34843372,112797660,23779300,39381688,3722900
"OCT 2015",907291811,278474,82922272,747391973,0,76977568,466505244,51550752,414954494,440786566,55068864,113740353,24778300,39381688,3722900
"NOV 2015",911668685,283769,83104688,751588393,0,76975608,478312068,44631628,433680441,433356617,35080032,112895506,24778300,39381688,2888050
"DIC 2015",916992113,272498,82435400,757572382,0,76984328,478400753,43105132,435295621,438591361,26564330,107913425,23028300,37906040,2888050
"ENE 2016",915378276,261746,82024000,755604937,0,77749336,467164660,43054984,424109678,448213616,39836824,108495121,23028300,38520892,2888050
"FEB 2016",925273958,254518,84426480,763085288,0,77762192,"_",42939464,"_","_",28494964,108720797,23028300,39135748,2888050
