"","IE_3_7.1","IE_3_7.2","IE_3_7.3","IE_3_7.4","IE_3_7.5","IE_3_7.6","IE_3_7.7","IE_3_7.8","IE_3_7.9","IE_3_7.10","IE_3_7.11","IE_3_7.12","IE_3_7.13","IE_3_7.14","IE_3_7.15"
"ENE 2006",2.68,0.69,-0.75,1.07,4.86,0.61,9.97,7.67,12.47,3.83,-1.49,-2.74,3.57,4,4.44
"FEB 2006",5.87,1.96,2.63,-0.66,7.25,2.60,13.34,5.44,7.47,3.68,-10.11,14.48,5.35,6,8.12
"MAR 2006",1.03,5.97,-0.90,5.97,1.24,-0.13,3.22,3.07,6.89,-0.03,-5.36,-22.48,7.86,6,8.18
"ABR 2006",21.46,19.38,24.55,18.13,16.47,17.93,14.32,15.10,9.54,19.63,-16.19,38.09,4.32,-7,-22.11
"MAY 2006",4.44,8.33,5.70,8.85,7.59,6.90,8.81,6.92,5.41,8.03,-6.35,-2.36,5.16,2,7.91
"JUN 2006",7.94,11.32,10.05,12.28,1.06,5.02,-6.08,8.99,7.34,10.12,-6.82,16.03,-0.39,1,-0.23
"JUL 2006",4.79,6.12,8.63,10.37,-1.10,0.91,-4.73,4.04,1.74,5.55,-2.82,11.92,3.90,5,1.88
"AGO 2006",4.48,4.91,4.44,4.62,1.84,1.50,2.32,3.88,2.49,4.80,-2.46,9.49,3.47,3,6.18
"SEP 2006",3.17,2.16,2.58,2.12,2.87,3.77,1.26,6.00,4.28,7.15,-3.26,10.53,4.40,-0,-12.30
"OCT 2006",5.23,3.98,5.75,4.23,2.79,3.03,2.38,6.37,8.72,4.80,-3.87,10.93,10.45,5,-13.58
"NOV 2006",4.44,2.25,5.52,3.53,3.63,1.38,6.61,6.59,8.35,5.00,2.40,-10.16,3.20,2,-7.44
"DIC 2006",5.73,2.46,7.43,6.24,4.26,1.51,7.30,9.21,10.21,8.31,3.23,29.77,8.06,-1,-10.02
"ENE 2007",3.84,6.97,2.32,3.67,4.20,3.38,5.10,6.70,6.15,7.17,5.58,5.27,0.27,0,-2.01
"FEB 2007",3.06,5.89,2.53,4.25,0.86,4.23,-3.14,9.14,8.91,9.36,6.48,4.95,6.89,-2,-3.71
"MAR 2007",6.73,7.79,6.47,7.26,6.30,6.22,6.42,12.03,10.72,13.15,1.27,15.98,1.68,5,3.97
"ABR 2007",1.39,1.39,2.38,1.48,-1.19,-4.35,3.62,6.12,7.59,5.03,4.15,-0.62,4.33,2,8.51
"MAY 2007",0.63,-0.55,-1.05,-1.49,-3.48,-2.40,-5.35,6.77,8.37,5.62,9.07,18.76,7.75,-0,-4.26
"JUN 2007",4.89,2.98,1.65,-0.26,7.16,3.95,13.65,8.81,9.59,8.29,7.63,11.59,3.00,-1,-5.07
"JUL 2007",1.31,1.40,0.62,0.60,4.73,0.92,12.01,11.63,14.25,9.97,3.44,1.43,3.56,0,2.50
"AGO 2007",3.22,5.09,1.32,3.03,4.89,1.80,9.13,10.53,10.01,10.87,6.68,0.02,8.34,-6,-6.58
"SEP 2007",2.39,4.17,0.75,1.32,3.84,0.47,10.05,9.74,8.93,10.26,5.50,0.38,7.55,-4,-0.94
"OCT 2007",2.49,3.28,0.45,1.64,1.24,-0.86,4.83,8.43,8.45,8.42,4.95,8.40,4.55,-2,2.62
"NOV 2007",8.20,9.26,7.15,6.07,5.00,4.48,5.66,10.39,8.02,12.60,-1.97,43.26,9.08,-3,-6.20
"DIC 2007",2.11,10.26,1.64,7.10,-0.51,0.03,-1.07,7.55,4.91,10.00,-0.51,-1.29,-0.23,-4,-5.94
"ENE 2008",4.09,6.52,2.86,4.08,0.80,2.06,-0.58,6.94,6.75,7.10,-1.87,4.83,13.20,-4,-4.11
"FEB 2008",8.02,8.57,9.42,9.63,5.86,6.33,5.26,10.21,9.92,10.47,4.16,3.71,0.99,1,3.81
"MAR 2008",7.52,5.62,10.26,3.93,6.60,6.51,6.72,6.84,2.45,10.56,-2.45,27.26,0.32,-7,-18.00
"ABR 2008",-9.98,-1.06,-11.02,-1.67,-2.75,-2.21,-3.52,-2.38,-1.96,-2.70,9.91,-19.28,9.64,6,7.69
"MAY 2008",6.16,7.17,6.70,6.27,9.68,4.71,18.55,2.28,-5.32,7.87,-0.29,7.36,-1.13,-5,-13.29
"JUN 2008",-3.22,-1.56,-2.54,-1.78,1.49,0.60,3.14,-1.57,-6.17,1.55,8.88,0.24,1.65,0,-8.92
"JUL 2008",0.46,1.62,0.71,2.69,-4.41,-7.43,0.80,-3.55,-9.00,0.02,3.48,-5.08,0.00,1,-7.31
"AGO 2008",-0.71,-0.02,-0.49,1.05,-0.40,-2.98,2.88,-2.37,-9.73,2.34,5.64,8.67,-5.05,2,-11.69
"SEP 2008",-3.04,-2.07,-2.78,-2.24,-6.36,-5.85,-7.23,-8.83,-15.92,-4.26,-1.45,-10.13,-6.14,1,-4.77
"OCT 2008",-6.69,-3.60,-5.21,-2.91,-5.85,-4.90,-7.38,-10.91,-18.32,-5.78,-2.71,-3.15,-5.68,0,-14.17
"NOV 2008",-11.99,-11.53,-10.50,-8.57,-7.93,-11.41,-3.60,-14.28,-19.52,-9.60,-6.54,-2.24,-14.99,-3,-26.82
"DIC 2008",-9.33,-12.26,-10.56,-11.04,-10.36,-12.82,-7.76,-13.66,-16.20,-11.43,-13.28,-7.90,-14.09,0,-27.76
"ENE 2009",-14.14,-16.30,-11.85,-11.58,-5.72,-12.57,1.90,-17.10,-23.15,-11.94,-14.96,-7.65,-23.07,-4,-38.71
"FEB 2009",-15.16,-18.83,-15.53,-17.28,-11.54,-15.68,-6.19,-18.45,-20.79,-16.37,-19.83,2.71,-13.56,-9,-33.09
"MAR 2009",-19.82,-20.10,-19.15,-15.56,-17.36,-20.75,-12.64,-18.95,-18.20,-19.54,-12.97,-27.22,-13.99,-1,-13.03
"ABR 2009",-1.71,-8.51,1.50,-5.92,-2.78,-1.56,-4.52,-4.96,-9.35,-1.58,-23.00,19.75,-19.62,-12,-40.46
"MAY 2009",-9.01,-11.44,-9.57,-11.00,-10.96,-11.70,-9.77,-11.91,-13.03,-11.18,-19.92,-7.36,-17.98,-3,-32.14
"JUN 2009",-8.20,-10.83,-6.61,-7.65,-9.22,-9.97,-7.86,-8.71,-9.19,-8.41,-21.42,-5.11,-12.93,-6,-28.08
"JUL 2009",-5.89,-10.35,-5.94,-9.95,-2.87,-5.50,1.28,-4.77,-2.54,-6.10,-9.37,1.65,-15.90,-8,-29.35
"AGO 2009",-5.52,-11.92,-5.04,-10.79,-4.35,-8.36,0.48,-5.44,-1.41,-7.71,-10.44,-18.51,-11.38,-5,-28.26
"SEP 2009",-6.53,-9.96,-6.89,-9.11,-7.56,-9.67,-3.96,-5.13,-1.30,-7.29,-2.87,-3.93,-10.80,-5,-19.09
"OCT 2009",-0.59,-4.82,-2.77,-6.74,1.75,-3.56,10.54,-2.66,-0.20,-4.13,0.15,4.45,-10.41,-6,-27.60
"NOV 2009",-3.59,-4.99,-3.92,-6.25,-0.11,-3.08,3.28,-0.75,1.18,-2.29,3.97,-4.30,-0.47,-2,-3.40
"DIC 2009",2.16,-0.72,-0.15,-3.01,0.88,-3.75,5.51,2.06,3.77,0.64,17.88,0.35,-1.25,-4,22.05
"ENE 2010",0.99,1.38,0.00,-1.76,2.60,0.99,4.13,3.33,6.44,1.02,13.61,26.56,4.76,-9,7.69
"FEB 2010",3.34,6.44,3.79,4.45,-0.30,-3.89,3.85,1.42,1.83,1.06,19.51,-5.37,-1.68,-3,-14.01
"MAR 2010",7.31,6.91,7.12,5.56,8.08,3.18,14.26,5.51,5.38,5.62,29.85,8.62,1.93,-3,-9.17
"ABR 2010",3.48,8.73,0.69,-0.17,-5.39,-13.32,6.25,-8.60,-3.32,-12.35,40.71,-3.98,2.66,1,2.29
"MAY 2010",5.65,9.24,5.48,5.79,-1.24,1.15,-4.94,3.22,1.89,4.07,30.57,2.59,3.64,-4,10.67
"JUN 2010",5.99,7.53,4.89,4.25,4.46,1.65,9.42,3.45,1.04,4.94,17.55,5.29,3.50,-4,4.73
"JUL 2010",7.73,14.73,6.23,9.75,3.00,4.54,0.71,3.76,-1.55,7.04,10.05,4.58,7.14,-2,5.29
"AGO 2010",5.90,13.84,7.30,13.39,2.67,3.90,1.33,3.81,-1.45,6.97,10.55,-2.84,3.66,-2,-0.86
"SEP 2010",6.53,13.94,7.03,11.58,8.05,4.25,14.14,5.82,2.39,7.89,4.09,9.91,2.72,-1,-14.38
"OCT 2010",8.87,13.22,8.51,10.20,3.63,4.31,2.64,8.88,6.50,10.36,6.74,1.90,7.68,-3,-3.67
"NOV 2010",4.65,13.12,5.64,11.98,0.37,2.60,-2.02,5.47,3.96,6.71,10.85,1.32,8.15,-2,-3.93
"DIC 2010",3.83,7.51,3.49,3.38,-4.88,-4.54,-5.19,-2.00,-4.61,0.25,5.91,-0.99,9.77,-0,-14.59
"ENE 2011",3.12,8.30,4.61,8.94,5.81,4.44,7.08,6.41,2.69,9.33,9.22,-23.10,5.96,3,-7.58
"FEB 2011",3.64,7.27,5.67,9.98,4.98,2.24,7.92,4.90,-0.55,9.54,5.86,-2.89,7.77,3,14.68
"MAR 2011",1.03,10.91,5.18,13.92,-0.58,-0.94,-0.16,4.81,0.48,8.26,4.04,-18.04,2.54,4,17.34
"ABR 2011",8.42,13.07,11.84,20.50,13.56,17.95,8.30,20.68,4.33,33.47,-8.82,0.30,5.46,-1,2.70
"MAY 2011",-0.77,6.63,1.67,9.29,4.73,1.77,9.60,6.37,0.92,9.75,2.88,0.82,6.94,4,11.40
"JUN 2011",8.31,17.52,11.00,17.97,10.47,8.43,13.80,6.79,-0.24,10.99,3.65,-2.46,4.64,5,8.28
"JUL 2011",6.82,12.71,8.74,13.70,6.09,5.79,6.54,6.72,0.47,10.26,4.52,-2.30,1.29,1,6.93
"AGO 2011",5.80,13.05,6.65,12.72,4.37,7.22,1.17,4.65,-0.33,7.41,4.30,-9.80,8.53,0,18.43
"SEP 2011",6.01,9.74,8.03,11.45,7.92,10.89,3.56,7.56,1.78,10.88,7.97,10.49,5.32,2,23.49
"OCT 2011",-0.22,7.74,3.21,10.78,6.42,9.39,2.07,2.28,-6.35,7.49,0.35,4.58,1.86,3,4.26
"NOV 2011",-1.63,1.24,2.07,6.38,1.28,3.21,-0.88,-2.05,-7.03,1.95,-1.61,1.30,6.89,3,4.80
"DIC 2011",-1.35,3.11,1.99,7.75,1.50,3.36,-0.20,4.13,-1.53,8.76,-2.29,-4.28,12.80,2,-9.66
"ENE 2012",2.56,4.59,3.37,6.05,-1.29,5.84,-7.73,-3.02,-7.44,0.25,-5.01,8.15,8.69,2,3.59
"FEB 2012",-1.52,1.42,-0.58,1.24,-3.04,0.48,-6.62,-5.65,-12.24,-0.57,-2.77,13.54,10.28,2,0.14
"MAR 2012",-0.99,-0.90,-3.83,-4.66,-1.03,2.35,-4.84,-6.99,-14.96,-1.10,-6.64,20.00,9.53,-2,-10.48
"ABR 2012",-4.30,-3.27,-5.19,-4.97,-5.88,-2.54,-10.23,-7.22,-14.06,-3.04,-3.49,0.85,5.79,-2,1.73
"MAY 2012",-0.92,1.58,-0.17,2.89,-0.15,4.87,-7.81,-3.75,-10.10,-0.14,-5.07,-5.53,4.74,-3,3.98
"JUN 2012",-2.52,1.00,-1.50,2.34,-2.48,4.56,-13.44,-1.32,-8.40,2.49,-0.67,0.68,7.47,-3,-3.85
"JUL 2012",-4.33,1.62,-1.54,3.80,0.19,3.64,-5.06,-2.49,-8.58,0.66,-4.19,-12.02,6.58,-2,-4.03
"AGO 2012",-3.47,0.66,-2.67,2.84,1.25,3.47,-1.39,-3.03,-10.12,0.61,-12.62,0.09,0.76,-1,-1.91
"SEP 2012",-1.80,5.42,-0.17,5.65,2.79,4.52,0.08,-3.49,-12.64,1.32,-4.27,-1.38,5.66,-6,-13.90
"OCT 2012",-5.41,-1.51,-3.45,0.49,-4.25,-2.54,-6.92,-7.05,-14.23,-3.28,-3.12,-1.73,4.22,-0,15.62
"NOV 2012",-2.65,1.55,-5.59,-0.25,-1.06,0.54,-2.94,-9.89,-21.08,-1.68,-5.34,-1.73,-4.37,-5,-3.23
"DIC 2012",-5.66,-0.67,-4.95,1.81,-1.22,-1.38,-1.07,-10.32,-18.17,-4.50,-6.23,0.07,-6.39,-3,-0.53
"ENE 2013",-8.44,-3.48,-5.66,-1.40,-4.35,-3.07,-5.68,-9.13,-14.96,-5.15,-1.27,5.50,-5.27,-2,5.80
"FEB 2013",-8.71,-3.20,-7.48,-1.90,-1.72,0.18,-3.80,-10.25,-17.77,-5.13,-7.29,6.23,-10.21,-3,-5.13
"MAR 2013",6.92,6.07,8.18,6.34,8.54,7.84,9.40,-5.76,-16.55,1.09,-7.99,21.31,-1.84,-4,-15.76
"ABR 2013",-11.55,-1.57,-10.77,-1.19,3.80,3.36,4.42,-7.80,-16.05,-3.33,4.85,-3.43,-4.71,-3,1.85
"MAY 2013",5.02,7.79,7.03,8.22,9.66,7.09,14.13,-1.82,-15.14,5.01,-6.11,9.61,3.16,1,-16.89
"JUN 2013",1.60,4.35,1.87,4.29,5.08,5.05,5.12,-3.25,-16.04,2.88,-6.83,7.09,-8.67,0,-14.63
"JUL 2013",0.29,-0.32,0.74,1.56,2.31,2.37,2.20,-4.53,-16.54,1.12,-3.58,-0.24,-3.19,-1,-3.65
"AGO 2013",4.65,5.24,3.25,3.71,5.12,7.57,2.07,-2.62,-15.98,3.52,8.28,27.88,2.86,2,-9.58
"SEP 2013",1.49,2.02,1.88,2.83,5.20,4.77,5.91,-2.83,-14.59,2.51,-5.56,6.05,0.18,-3,6.09
"OCT 2013",2.89,6.25,4.63,6.62,7.93,6.70,9.96,-0.57,-10.88,4.23,3.11,-0.50,-2.11,3,1.52
"NOV 2013",7.13,5.32,8.90,6.17,9.78,10.34,9.10,3.43,-3.35,7.43,3.90,8.60,-0.79,-1,3.41
"DIC 2013",7.49,8.24,9.66,11.44,10.88,17.28,4.81,2.97,-4.93,7.98,3.70,8.34,-7.29,3,2.22
"ENE 2014",6.62,10.34,7.74,11.35,6.73,12.33,0.76,2.56,-7.30,8.59,6.33,5.54,5.18,0,5.48
"FEB 2014",7.12,6.30,5.88,7.54,8.08,11.19,4.54,3.10,-4.23,7.43,8.85,0.77,3.65,-1,8.14
"MAR 2014",-6.49,1.37,-3.65,5.88,-2.47,0.58,-6.12,0.36,-1.88,1.53,12.39,-11.61,3.97,-2,22.33
"ABR 2014",16.21,9.01,16.53,11.04,10.42,13.24,6.46,9.40,4.24,11.84,0.52,16.96,7.34,10,2.18
"MAY 2014",5.00,4.09,1.26,-0.17,1.54,5.61,-5.10,3.89,-0.41,5.68,9.80,-2.30,0.07,-3,18.27
"JUN 2014",3.60,3.31,2.46,1.15,3.45,4.47,1.53,4.81,4.11,5.09,5.57,-6.22,4.46,-4,19.48
"JUL 2014",2.50,1.29,-0.08,-1.88,2.07,5.46,-3.58,4.06,3.58,4.24,9.23,-7.44,4.79,-3,18.53
"AGO 2014",4.79,4.83,2.60,1.98,4.00,8.94,-2.51,6.38,5.68,6.64,6.49,-8.46,-1.65,-0,14.90
"SEP 2014",5.13,4.97,3.71,2.63,3.13,7.87,-4.56,5.19,5.53,5.06,14.10,-17.93,3.73,9,19.89
"OCT 2014",6.97,6.31,4.91,3.78,5.39,7.83,1.50,5.07,5.41,4.93,5.67,-8.02,9.50,4,15.73
"NOV 2014",0.62,1.46,0.17,1.88,3.69,2.89,4.67,3.17,1.74,3.93,3.40,-14.13,3.14,2,12.91
"DIC 2014",7.28,5.85,3.28,1.08,3.82,5.56,1.97,4.47,3.06,5.26,1.33,0.41,7.06,-4,24.67
"ENE 2015",7.94,6.14,4.17,1.20,2.22,3.56,0.63,5.42,2.49,6.95,1.63,0.99,-1.95,-1,-0.88
"FEB 2015",6.02,7.37,4.60,3.25,1.55,5.32,-3.02,6.47,6.21,6.60,10.96,0.08,8.82,-0,3.29
"MAR 2015",6.33,1.62,2.42,-2.06,1.74,6.67,-4.57,6.95,6.52,7.17,8.08,0.57,5.93,-0,7.62
"ABR 2015",4.59,4.51,3.55,2.11,-0.08,2.75,-4.30,3.56,5.19,2.84,9.64,-7.04,4.52,-4,-1.49
"MAY 2015",6.67,7.88,4.95,5.80,5.18,6.80,2.24,6.79,6.94,6.74,8.41,-7.71,6.10,1,-0.31
"JUN 2015",4.37,2.52,1.57,-0.58,1.55,1.40,1.85,3.72,3.95,3.63,13.74,-5.33,8.42,3,9.76
"JUL 2015",7.18,7.00,5.90,5.33,4.39,6.28,0.96,5.70,6.48,5.40,10.43,29.44,3.69,7,-2.23
"AGO 2015",4.85,5.21,4.45,3.98,0.78,1.60,-0.42,4.74,6.95,3.93,12.92,11.42,6.73,2,-5.33
"SEP 2015",4.06,3.22,2.66,2.19,0.43,2.24,-2.90,4.97,6.39,4.42,8.84,20.33,6.30,2,-9.41
"OCT 2015",8.91,8.96,7.52,8.60,5.83,9.93,-1.13,7.88,6.06,8.61,9.01,2.40,0.47,-7,-11.66
"NOV 2015",7.52,13.19,5.10,10.89,3.85,8.18,-1.38,9.26,7.62,10.11,11.84,16.38,5.17,3,-6.79
"DIC 2015",6.18,7.79,6.95,8.46,"_","_","_",8.94,8.71,9.07,11.20,5.20,3.51,4,-15.54
"ENE 2016",10.16,10.97,8.21,7.80,"_","_","_","_","_","_","_","_","_",-4,"_"
"FEB 2016",12.41,15.02,12.42,13.27,"_","_","_","_","_","_","_","_","_","_","_"
