"Nombre de la serie","Número secuencial","Nombre del archivo con los valores de la serie","Descripción de la serie","Tipo de variable","Código de unidades","Exponente","Número de decimales","Descripción de unidades y exponente","Frecuencia de la serie","Fecha de la primera observación","Fecha de la última observación","Número de observaciones","Título de la serie","Fuente","Notas"
"IE_3_6.3",1832536,"IE0306","ECI.Industria:capacidad productiva instalada.","MEDIA","Porcentaje",-2,0,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Industria manufacturera y extractiva/Variable Investigada:  Capacidad productiva instalada/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.4",1832583,"IE0306","ECI.Bienes de consumo:utilización capacidad productiva instalada","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes de consumo/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.5",1832584,"IE0306","ECI.Bienes de consumo:utilización capacidad productiva instalada prevista","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes de consumo/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.6",1832564,"IE0306","ECI.Bienes de consumo:capacidad productiva instalada","MEDIA","Porcentaje",-2,0,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes de consumo/Variable Investigada:  Capacidad productiva instalada/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.7",1832610,"IE0306","ECI.Bienes de inversión:utlización capacidad productiva instalada","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes de equipo/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.8",1832611,"IE0306","ECI.Bienes de inversión:utlización capacidad productiva instalada prevista","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes de equipo/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.9",1832591,"IE0306","ECI.Bienes de inversión:capacidad productiva instalada","MEDIA","Porcentaje",-2,0,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes de equipo/Variable Investigada:  Capacidad productiva instalada/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.10",1832662,"IE0306","ECI.Bienes intermedios:utilización capacidad productiva instalada","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes intermedios/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.11",1832663,"IE0306","ECI.Bienes intermedios:utilización capacidad productiva instalada prevista","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes intermedios/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.12",1832643,"IE0306","ECI.Bienes intermedios:capacidad productiva instalada","MEDIA","Porcentaje",-2,0,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Bienes intermedios/Variable Investigada:  Capacidad productiva instalada/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.13",1832689,"IE0306","ECI.Otros sectores:utilización capacidad productiva instalada","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Otros bienes/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.14",1832690,"IE0306","ECI.Otros sectores:utilización capacidad productiva instalada prevista","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Otros bienes/Variable Investigada:  Grado de utilización de la capacidad productiva/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Tendencia (Previsión de periodos futuros, perspectivas y/o exceptivas)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.15",1832670,"IE0306","ECI.Otros sectores:capacidad productiva instalada","MEDIA","Porcentaje",-2,0,"Porcentaje","TRIMESTRAL","Mar-93","Mar-16",93,"Descripción Familia:  Encuestas de opinión/Tipo de Encuesta:  Encuesta de coyuntura industrial/Tipo de Indicador:  Indicadores detallados del sector industrial/Actividad Económica:  Otros bienes/Variable Investigada:  Capacidad productiva instalada/Valoración:  Saldo neto de respuestas/Referencia Temporal:  Nivel (Situación actual)","Ministerio de Industria,Turismo y Comercio",""
"IE_3_6.16",2644477,"IE0306","","MEDIA","Porcentaje",-2,1,"Porcentaje","TRIMESTRAL","Jun-85","Mar-16",124,"Encuestas de Opinión/Encuesta de coyuntura industrial/Indicadores detallados del sector industrial/Industria manufacturera y extractiva/Grado de utilización de la capacidad productiva/Saldo neto de respuestas/Nivel (Situación actual)/Euro área (composición variable)/Datos corregidos de efectos estacionales","Comisión Europea",""
"IE_3_7.1",1957284,"IE0307","Viajeros alojados en hoteles.Total.Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-99","Feb-16",206,"TURISMO Y VIAJES/VIAJEROS ALOJADOS EN HOTELES/TOTAL/TASA DE VARIACIÓN INTERANUAL","INSTITUTO NACIONAL DE ESTADÍSTICA","Debido a distintas actualizaciones en los directorios de establecimientos, no son directamente comparables los datos de distintos años./Existen coeficientes de enlace para los períodos: año 2005; junio2009-mayo2010; julio2010-julio2011."
"IE_3_7.2",1957285,"IE0307","Viajeros alojados en hoteles.Residentes en el extranjero. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-99","Feb-16",206,"TURISMO Y VIAJES/VIAJEROS ALOJADOS EN HOTELES/RESIDENTES EN EL EXTRANJERO/TASA DE VARIACIÓN INTERANUAL","INSTITUTO NACIONAL DE ESTADÍSTICA","Debido a distintas actualizaciones en los directorios de establecimientos, no son directamente comparables los datos de distintos años./Existen coeficientes de enlace para los períodos: año 2005; junio2009-mayo2010; julio2010-julio2011."
"IE_3_7.3",1957286,"IE0307","Pernoctaciones en hoteles.Total.Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-99","Feb-16",206,"TURISMO Y VIAJES/PERNOCTACIONES DE VIAJEROS EN HOTELES/TOTAL/TASA DE VARIACIÓN INTERANUAL","INSTITUTO NACIONAL DE ESTADÍSTICA","Debido a distintas actualizaciones en los directorios de establecimientos, no son directamente comparables los datos de distintos años./Existen coeficientes de enlace para los períodos: año 2005; junio2009-mayo2010; julio2010-julio2011."
"IE_3_7.4",2669840,"IE0307","Pernoctaciones de extranjeros en hoteles. Tasa de variación interanual.","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-99","Feb-16",206,"TURISMO Y VIAJES/PERNOCTACIONES DE VIAJEROS EN HOTELES/EXTRANJEROS","Instituto Nacional de Estadística","Esta serie presenta una serie de rupturas: A partir de 1999 la encuesta/incluye aquellos establecimientos con categoria una estrella de plata y/similares. Desde enero de 2003, para Galicia, información procedente del/declarativo sobre totales de entradas de viajeros y pernoctaciones del mes./Se ha realizado una revisión exhaustiva del directorio. Desde enero de 2006,/se ha actualizado los directorios y ampliado el ámbito temporal de recogida/de la información a todos los días del mes. En junio de 2009 y julio de 2010 se/actualiza el directorio de establecimientos hoteleros de Canarias./En enero de 2011 el de la Comunidad Foral de Navarra y en marzo de 2011/y febrero de 2012 el de Extremadura."
"IE_3_7.5",1626004,"IE0307","Entrada de viajeros por fronteras. Total. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-96","Nov-15",239,"TURISMO Y VIAJES/VIAJEROS ENTRADOS EN ESPAÑA/TOTAL VISITANTES. TASA DE VARIACION INTERANUAL","INSTITUTO DE ESTUDIOS TURISTICOS, "ESTADISTICA DE MOVIMIENTOS TURISTICOS EN FRONTERAS (FRONTUR)"",""
"IE_3_7.6",1626005,"IE0307","Entrada de viajeros por fronteras. Total turistas. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-96","Nov-15",239,"TURISMO Y VIAJES/VIAJEROS ENTRADOS EN ESPAÑA/TOTAL TURISTAS. TASA DE VARIACION INTERANUAL","INSTITUTO DE ESTUDIOS TURISTICOS, "ESTADISTICA DE MOVIMIENTOS TURISTICOS EN FRONTERAS (FRONTUR)"",""
"IE_3_7.7",1626006,"IE0307","Entrada de viajeros por fronteras. Total excursionistas. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-96","Nov-15",239,"TURISMO Y VIAJES/VIAJEROS ENTRADOS EN ESPAÑA/TOTAL EXCURSIONISTAS. TASA DE VARIACION INTERANUAL","INSTITUTO DE ESTUDIOS TURISTICOS, "ESTADISTICA DE MOVIMIENTOS TURISTICOS EN FRONTERAS (FRONTUR)"",""
"IE_3_7.8",1626007,"IE0307","Trasnporte aéreo. Total pasajeros. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-65","Dic-15",612,"SECTOR SERVICIOS/TRANSPORTE AEREO/PASAJEROS ENTRADOS Y SALIDOS EN LOS AEROPUERTOS ESPAÑOLES. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_3_7.9",1626008,"IE0307","Transporte aéreo. Total pasajeros en vuelos nacionales. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-81","Dic-15",420,"SECTOR SERVICIOS/TRANSPORTE AEREO/VUELOS INTERIORES/PASAJEROS ENTRADOS Y SALIDOS EN LOS AEROPUERTOS ESPAÑOLES. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_3_7.10",1626009,"IE0307","Trasnporte aéreo. Total pasajeros en vuelos internacionales. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-81","Dic-15",420,"SECTOR SERVICIOS/TRANSPORTE AEREO/VUELOS INTERNACIONALES/PASAJEROS ENTRADOS Y SALIDOS EN LOS AEROPUERTOS ESPAÑOLES. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_3_7.11",1626010,"IE0307","Trasnporte aéreo. Mercancías. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-65","Dic-15",612,"SECTOR SERVICIOS/TRANSPORTE AEREO/MERCANCIAS. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_3_7.12",1626011,"IE0307","Trasnporte marítimo. Total pasajeros. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-78","Dic-15",456,"SECTOR SERVICIOS/TRANSPORTE MARITIMO INTERIOR/TOTAL VIAJEROS. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_3_7.13",1626012,"IE0307","Trasnporte marítimo. Mercancías. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-78","Dic-15",456,"SECTOR SERVICIOS/TRANSPORTE MARITIMO INTERIOR/MERCANCIAS. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_3_7.14",1848914,"IE0307","Transporte de viajeros.Interurbano. Ferrocarril. ","SUMA","Porcentaje",-2,0,"Porcentaje","MENSUAL","Ene-97","Ene-16",229,"Series de transporte de viajeros (DTV)/Metodología 2010/Transporte interurbano por ferrocarril","Instituto Nacional de Estadística",""
"IE_3_7.15",1626014,"IE0307","Trasnporte por ferrocarril. RENFE. Mercancías. Tasa de variación interanual","SUMA","Porcentaje",-2,2,"Porcentaje","MENSUAL","Ene-86","Dic-15",360,"SECTOR SERVICIOS/TRANSPORTE POR FERROCARRIL/MERCANCIAS. TASA DE VARIACION INTERANUAL","INSTITUTO NACIONAL DE ESTADISTICA. BOLETIN MENSUAL DE ESTADISTICA",""
"IE_4_1.1",2358316,"IE0401","EPA.Población 16 y más años","MEDIA","Personas",3,1,"Miles de Personas","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Población de 16 y más años","Instituto Nacional de Estadística",""
"IE_4_1.2",2365279,"IE0401","","SUMA","Personas",3,1,"Miles de Personas","TRIMESTRAL","Mar-03","Dic-15",52,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Población de 16 y más años/Tipo de Transformación:  Variación interanual","Instituto Nacional de Estadística",""
"IE_4_1.3",2365278,"IE0401","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-03","Dic-15",52,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Población de 16 y más años/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadística",""
"IE_4_1.4",2357813,"IE0401","EPA. Tasa de actividad. España ","MEDIA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Activos/Tipo de Transformación:  Tasa de actividad","Instituto Nacional de Estadística","A partir del primer trimestre de 2001, datos calculados con la nueva definición de paro"
"IE_4_1.5",2357814,"IE0401","EPA.Población activa","MEDIA","Personas",3,2,"Miles de Personas","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Activos","Instituto Nacional de Estadística","A partir del primer trimestre de 2001, datos calculados con la nueva definición de paro"
"IE_4_1.6",2365291,"IE0401","","SUMA","Personas",3,1,"Miles de Personas","TRIMESTRAL","Mar-03","Dic-15",52,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Activos/Tipo de Transformación:  Variación interanual","Instituto Nacional de Estadística",""
"IE_4_1.7",2365292,"IE0401","","SUMA","Personas",3,1,"Miles de Personas","TRIMESTRAL","Mar-03","Dic-15",52,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Activos/Tipo de Transformación:  Parte de la variación interanual explicada por la población","Instituto Nacional de Estadística",""
"IE_4_1.8",2365293,"IE0401","","SUMA","Personas",3,1,"Miles de Personas","TRIMESTRAL","Mar-03","Dic-15",52,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Activos/Tipo de Transformación:  Parte de la variación interanual explicada por la tasa de actividad","Instituto Nacional de Estadística",""
"IE_4_1.9",2365290,"IE0401","","SUMA","Porcentaje",-2,2,"Porcentaje","TRIMESTRAL","Mar-03","Dic-15",52,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Activos/Tipo de Transformación:  Tasa de variación interanual","Instituto Nacional de Estadística",""
"IE_4_2.1",2355838,"IE0402","EPA.Ocupados","MEDIA","Personas",3,1,"Miles de Personas","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Encuesta de población activa/Metodología:  Metodología del año 2005 con censo 2011/Magnitud Principal:  Ocupados","Instituto Nacional de Estadística",""
