"Nombre de la serie","Número secuencial","Nombre del archivo con los valores de la serie","Descripción de la serie","Tipo de variable","Código de unidades","Exponente","Número de decimales","Descripción de unidades y exponente","Frecuencia de la serie","Fecha de la primera observación","Fecha de la última observación","Número de observaciones","Título de la serie","Fuente","Notas"
"IE_7_9.7",2417222,"IE0709","CF. Deuda externa bruta.  Instituciones financieras monetarias excluido el Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Instituciones financieras monetarias excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  No aplicable/Instrumento financiero:  Deuda externa bruta/Plazo:  Todos los vencimientos/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.8",2417223,"IE0709","CF. Inversión de cartera. Títulos de deuda a corto plazo.  IFM excluido el Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Instituciones financieras monetarias excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Valores representativos de deuda/Plazo:  Corto plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor de mercado/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.9",2417224,"IE0709","CF. Otra inversión. Moneda y depósitos. Corto plazo.  IFM excluido el Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Instituciones financieras monetarias excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Efectivo y depósitos/Plazo:  Corto plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.10",2417210,"IE0709","CF. Préstamos, créditos comerciales y otros pasivos. Corto plazo. IFM excluido el Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Instituciones financieras monetarias excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  No aplicable/Instrumento financiero:  Préstamos, créditos comerciales y otros pasivos/Plazo:  Corto plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.11",2417225,"IE0709","CF. Inversión de cartera. Títulos de deuda a largo plazo.  IFM excluido el Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Instituciones financieras monetarias excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Valores representativos de deuda/Plazo:  Largo plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor de mercado/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.12",2417226,"IE0709","CF. Otra inversión. Moneda y depósitos. Largo plazo.  IFM excluido el Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Instituciones financieras monetarias excluido el Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Efectivo y depósitos/Plazo:  Largo plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.13",2417227,"IE0709","CF. Deuda externa bruta.  Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  No aplicable/Instrumento financiero:  Deuda externa bruta/Plazo:  Todos los vencimientos/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.14",2417228,"IE0709","CF. Otra inversión. Moneda y depósitos. Corto plazo. Banco de España. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Banco Central/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Efectivo y depósitos/Plazo:  Corto plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.15",2417229,"IE0709","CF. Otra inversión. Derechos especiales de giro. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Sin sectorizar/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Otra inversión/Instrumento financiero:  Derechos especiales de giro/Plazo:  Todos los vencimientos/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.16",2417230,"IE0709","CF. Deuda externa bruta.  Otros sectores residentes. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluidas las Instituciones financieras monetarias y las Administraciones Públicas/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  No aplicable/Instrumento financiero:  Deuda externa bruta/Plazo:  Todos los vencimientos/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.17",2387016,"IE0709","CF. Inversión de cartera. Títulos de deuda a corto plazo. Otros sectores residentes. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Dic-92","Dic-15",93,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluidas las Instituciones financieras monetarias y las Administraciones Públicas/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Valores representativos de deuda/Plazo:  Corto plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor de mercado/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.18",2417231,"IE0709","CF. Préstamos, créditos comerciales y otros pasivos. Corto plazo. Otros sectores residentes. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluidas las Instituciones financieras monetarias y las Administraciones Públicas/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  No aplicable/Instrumento financiero:  Préstamos, créditos comerciales y otros pasivos/Plazo:  Corto plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.19",2387012,"IE0709","CF. Inversión de cartera. Títulos de deuda a largo plazo. Otros sectores residentes. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Dic-92","Dic-15",93,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluidas las Instituciones financieras monetarias y las Administraciones Públicas/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión de cartera/Instrumento financiero:  Valores representativos de deuda/Plazo:  Largo plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor de mercado/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.20",2417232,"IE0709","CF. Préstamos, créditos comerciales y otros pasivos. Largo plazo. Otros sectores residentes. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores excluidas las Instituciones financieras monetarias y las Administraciones Públicas/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  No aplicable/Instrumento financiero:  Préstamos, créditos comerciales y otros pasivos/Plazo:  Largo plazo (vencimiento en origen)/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Valor nominal/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.21",2386998,"IE0709","CF. Inversión directa. Instrumentos de deuda. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-93","Dic-15",92,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión directa/Instrumento financiero:  Instrumentos de deuda/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.22",2417233,"IE0709","CF. Inversor directo en empresa de inversión directa. Instrumentos de deuda. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversor directo en empresa de inversión directa/Instrumento financiero:  Instrumentos de deuda/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.23",2417234,"IE0709","CF. Empresa de inversión directa en inversor directo. Instrumentos de deuda. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Empresa de inversión directa en inversor directo (reversa)/Instrumento financiero:  Instrumentos de deuda/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_7_9.24",2417235,"IE0709","CF. Inversión directa entre empresas emparentada. Instrumentos de deuda. Stocks. VNP","FINAL","EUR",6,0,"Millones de Euros","TRIMESTRAL","Mar-02","Dic-15",56,"Descripción Familia:  Series de la estadísticas exteriores/Ajuste:  Sin ajuste de estacionalidad/País o área geográfica de referencia:  España/País o área geográfica de contrapartida:  Resto del mundo/Sector de referencia:  Total sectores/Sector de contrapartida:  Total sectores/Tipo de dato:  Stocks (final de periodo)/Cuenta:  Variación Neta Pasivos (VNP)/Concepto:  Cuenta financiera/Categoría funcional:  Inversión directa entre empresas emparentada/Instrumento financiero:  Instrumentos de deuda/Plazo:  No aplica/Unidad de medida:  Euro/Moneda:  Todas las monedas/Valoración:  Sin clasificar/sin especificar (incluyendo todos los métodos de valoración)/Metodología de compilación:  Metodología de recogida de datos conforme al concepto nacional","Banco de España",""
"IE_8_1.1",662210,"IE0801","Balance del Eurosistema. Prestamo neto. Total","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO","",""
"IE_8_1.2",662293,"IE0801","Balance del Eurosistema. Prestamo neto. OMA. Operaciones Principales de Financiación","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES PRINCIPALES DE FINANCIACION (INYECCION)","",""
"IE_8_1.3",662294,"IE0801","Balance del Eurosistema. Prestamo neto. OMA. Operaciones de Financiación a largo plazo","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES DE FINANCIACION A LARGO PLAZO (INYECCION)","",""
"IE_8_1.4",662295,"IE0801","Balance del Eurosistema. Prestamo neto. OMA. Operaciones de Ajuste","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES DE AJUSTE (NETO)","",""
"IE_8_1.5",662211,"IE0801","Balance del Eurosistema. Prestamo neto. OMA. Operaciones estructurales","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES DE ESTRUCTURALES (NETO)","",""
"IE_8_1.6",662212,"IE0801","Balance del Eurosistema. Prestamo neto. Facilidades Marginal de Crédito","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/FACILIDADES PERMANENTES/FACILIDAD MARGINAL DE CREDITO","",""
"IE_8_1.7",662213,"IE0801","Balance del Eurosistema. Prestamo neto. Facilidades Marginal de Deposito","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/FACILIDADES PERMANENTES/FACILIDAD MARGINAL DE DEPOSITO","",""
"IE_8_1.8",662214,"IE0801","Balance del Eurosistema. Contrapartidas. Total","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS","",""
"IE_8_1.9",662296,"IE0801","Balance del Eurosistema. Contrapartidas. Factores Autonomos.Billetes","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/BILLETES","",""
"IE_8_1.10",662215,"IE0801","Balance del Eurosistema. Contrapartidas. Factores Autonomos.Depósitos AAPP","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/DEPOSITOS ADMINSTRACIONES PUBLICAS","",""
"IE_8_1.11",662216,"IE0801","Balance del Eurosistema. Contrapartidas. Factores Autonomos.Oro y Activos Netos en Moneda Extranjera","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/ORO Y ACTIVOS NETOS EN MONEDA EXTRANJERA","",""
"IE_8_1.12",662217,"IE0801","Balance del Eurosistema. Contrapartidas. Factores Autonomos.Resto activos","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/RESTO ACTIVOS (NETO)","",""
"IE_8_1.13",662298,"IE0801","Balance del Eurosistema. Contrapartidas. Reservas Mantenidas por Entidades de Crédito","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL EUROSISTEMA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/RESERVAS MANTENIDAS POR ENTIDADES DE CREDITO","",""
"IE_8_1.14",662031,"IE0801","Balance del Banco de España. Prestamo neto. Total","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO","",""
"IE_8_1.15",662032,"IE0801","Balance del Banco de España. Prestamo neto. OMA. Operaciones Principales de Financiación","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES PRINCIPALES DE FINANCIACION (INYECCION)","",""
"IE_8_1.16",662033,"IE0801","Balance del Banco de España. Prestamo neto. OMA. Operaciones de Financiación a largo plazo","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES DE FINANCIACION A LARGO PLAZO (INYECCION)","",""
"IE_8_1.17",662034,"IE0801","Balance del Banco de España. Prestamo neto. OMA. Operaciones de Ajuste","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES DE AJUSTE (NETO)","",""
"IE_8_1.18",662035,"IE0801","Balance del Banco de España. Prestamo neto. OMA. Operaciones estructurales","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/OPERACIONES DE MERCADO ABIERTO/OPERACIONES ESTRUCTURALES (NETO)","",""
"IE_8_1.19",662036,"IE0801","Balance del Banco de España. Prestamo neto. Facilidades Marginal de Crédito","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/FACILIDADES PERMANENTES/FACILIDAD MARGINAL DE CREDITO","",""
"IE_8_1.20",662037,"IE0801","Balance del Banco de España. Prestamo neto. Facilidades Marginal de Deposito","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/PRESTAMO NETO/FACILIDADES PERMANENTES/FACILIDAD MARGINAL DE DEPOSITO","",""
"IE_8_1.21",662044,"IE0801","Balance del Banco de España. Contrapartidas. Otros Pasivos Netos en Euros.Frente a residentes en la UEM. Target","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/OTROS PASIVOS NETOS EN EUROS/FRENTE A RESIDENTES EN LA UEM/TARGET","",""
"IE_8_1.22",662045,"IE0801","Balance del Banco de España. Contrapartidas. Otros Pasivos Netos en Euros. Resto","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/OTROS PASIVOS NETOS EN EUROS/RESTO","",""
"IE_8_1.23",662038,"IE0801","Balance del Banco de España. Contrapartidas. Total","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS","",""
"IE_8_1.24",662039,"IE0801","Balance del Banco de España. Contrapartidas. Factores Autonomos.Billetes","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/BILLETES","",""
"IE_8_1.25",662040,"IE0801","Balance del Banco de España. Contrapartidas. Factores Autonomos.Depósitos AAPP","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/DEPOSITOS ADMINSTRACIONES PUBLICAS","",""
"IE_8_1.26",662041,"IE0801","Balance del Banco de España. Contrapartidas. Factores Autonomos.Oro y Activos Netos en Moneda Extranjera","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/ORO Y ACTIVOS NETOS EN MONEDA EXTRANJERA","",""
"IE_8_1.27",662042,"IE0801","Balance del Banco de España. Contrapartidas. Factores Autonomos.Resto activos","FINAL","EUR",3,0,"Miles de Euros","MENSUAL","Ene-99","Feb-16",206,"BALANCE DEL BANCO DE ESPAÑA/PRESTAMO NETO A LAS ENTIDADES DE CREDITO Y SUS CONTRAPARTIDAS/CONTRAPARTIDAS/FACTORES AUTONOMOS/RESTO ACTIVOS (NETO)","",""
