"","IE_2_6.1","IE_2_6.2","IE_2_6.3","IE_2_6.4","IE_2_6.5","IE_2_6.6","IE_2_6.7","IE_2_6.8","IE_2_6.9","IE_2_6.10","IE_2_6.11","IE_2_6.12"
"OCT 2004",3.77,"_",3.98,3.965,3.89,3.98,3.96,4.13,4.81,4.13,1.487,4.62
"NOV 2004",3.76,"_",3.87,3.851,3.78,3.86,3.85,4.00,4.74,4.22,1.464,4.81
"DIC 2004",3.68,3.84,3.69,3.643,3.58,3.64,3.63,3.79,4.58,4.27,1.395,4.71
"ENE 2005",3.69,3.80,3.63,3.591,3.56,3.58,3.56,3.71,4.60,4.26,1.365,4.67
"FEB 2005",3.66,3.79,3.62,3.581,3.54,3.60,3.55,3.68,4.66,4.20,1.395,4.69
"MAR 2005",3.89,3.96,3.76,3.733,3.70,3.75,3.69,3.84,4.87,4.55,1.457,4.51
"ABR 2005",3.71,3.76,3.57,3.529,3.48,3.54,3.48,3.65,4.67,4.39,1.321,4.35
"MAY 2005",3.55,3.59,3.41,3.360,3.30,3.38,3.30,3.55,4.45,4.19,1.269,4.18
"JUN 2005",3.41,3.43,3.25,3.185,3.13,3.20,3.13,3.41,4.31,4.04,1.245,3.98
"JUL 2005",3.49,3.47,3.32,3.219,3.20,3.27,3.27,3.44,4.31,4.20,1.263,3.76
"AGO 2005",3.57,3.49,3.32,3.231,3.23,3.30,3.28,3.45,4.34,4.31,1.425,3.47
"SEP 2005",3.46,3.33,3.16,3.088,3.07,3.13,3.12,3.29,4.25,4.23,1.381,3.39
"OCT 2005",3.67,3.50,3.32,3.272,3.24,3.29,3.28,3.44,4.40,4.50,1.538,3.17
"NOV 2005",3.77,3.66,3.53,3.477,3.45,3.50,3.48,3.66,4.37,4.59,1.522,3.27
"DIC 2005",3.70,3.56,3.41,3.369,3.34,3.38,3.35,3.55,4.27,4.52,1.538,3.34
"ENE 2006",3.67,3.51,3.39,3.331,3.32,3.34,3.33,3.54,3.97,4.45,1.473,3.21
"FEB 2006",3.82,3.66,3.55,3.483,3.47,3.51,3.48,3.70,4.05,4.61,1.568,3.11
"MAR 2006",3.97,3.82,3.73,3.649,3.64,3.69,3.66,3.92,4.19,4.78,1.700,2.98
"ABR 2006",4.23,4.09,4.01,3.919,3.89,3.95,3.92,4.22,4.37,5.04,1.910,3.05
"MAY 2006",4.32,4.17,4.06,3.986,3.96,4.00,3.96,4.29,4.49,5.18,1.913,3.05
"JUN 2006",4.31,4.17,4.08,3.988,3.96,4.01,3.97,4.30,4.50,5.17,1.868,3.04
"JUL 2006",4.33,4.20,4.10,4.024,4.01,4.03,3.99,4.31,4.49,5.16,1.911,3.26
"AGO 2006",4.18,4.09,3.97,3.893,3.88,3.90,3.90,4.17,4.49,4.95,1.812,3.41
"SEP 2006",4.03,3.96,3.84,3.763,3.75,3.77,3.78,4.04,4.44,4.78,1.678,3.30
"OCT 2006",4.06,4.01,3.88,3.813,3.79,3.81,3.82,4.07,4.51,4.78,1.762,3.01
"NOV 2006",3.97,3.93,3.80,3.747,3.71,3.74,3.75,3.97,4.45,4.66,1.700,3.01
"DIC 2006",3.97,4.00,3.90,3.816,3.77,3.81,3.82,4.04,4.54,4.60,1.642,3.03
"ENE 2007",4.19,4.24,4.10,4.072,4.02,4.07,4.05,4.26,4.94,4.81,1.709,3.03
"FEB 2007",4.19,4.27,4.12,4.111,4.05,4.10,4.07,4.28,4.97,4.79,1.708,3.11
"MAR 2007",4.07,4.17,4.02,4.009,3.94,4.00,3.98,4.18,4.88,4.61,1.623,3.29
"ABR 2007",4.23,4.38,4.25,4.209,4.15,4.21,4.19,4.37,5.11,4.75,1.676,3.55
"MAY 2007",4.31,4.50,4.37,4.336,4.28,4.34,4.33,4.49,5.20,4.79,1.678,3.93
"JUN 2007",4.62,4.79,4.66,4.620,4.56,4.62,4.61,4.77,5.49,5.17,1.894,4.23
"JUL 2007",4.57,4.76,4.63,4.596,4.50,4.58,4.56,4.76,5.46,5.07,1.886,4.44
"AGO 2007",4.31,4.55,4.43,4.398,4.30,4.39,4.38,4.58,5.19,4.74,1.654,4.38
"SEP 2007",4.21,4.48,4.37,4.354,4.22,4.36,4.34,4.57,5.05,4.56,1.611,4.37
"OCT 2007",4.24,4.52,4.40,4.378,4.28,4.40,4.38,4.59,5.00,4.58,1.658,4.50
"NOV 2007",4.00,4.34,4.25,4.248,4.09,4.23,4.21,4.45,4.74,4.22,1.512,4.58
"DIC 2007",4.01,4.44,4.38,4.348,4.21,4.35,4.34,4.54,4.70,4.13,1.528,4.56
"ENE 2008",3.76,4.24,4.23,4.183,4.03,4.15,4.13,4.40,4.26,3.76,1.426,4.45
"FEB 2008",3.75,4.21,4.14,4.144,3.95,4.08,4.05,4.35,4.45,3.76,1.449,4.21
"MAR 2008",3.59,4.13,4.07,4.118,3.80,4.02,3.97,4.38,4.42,3.53,1.306,4.19
"ABR 2008",3.76,4.33,4.28,4.310,4.04,4.27,4.21,4.53,4.62,3.68,1.410,4.08
"MAY 2008",3.94,4.48,4.42,4.422,4.20,4.41,4.36,4.70,4.84,3.90,1.670,4.14
"JUN 2008",4.20,4.83,4.81,4.792,4.52,4.73,4.73,5.11,5.16,4.13,1.753,4.30
"JUL 2008",4.12,4.79,4.81,4.798,4.49,4.69,4.69,5.10,5.00,4.03,1.609,4.50
"AGO 2008",3.91,4.49,4.50,4.559,4.20,4.40,4.40,4.81,4.68,3.92,1.462,4.45
"SEP 2008",3.80,4.44,4.50,4.568,4.09,4.36,4.35,4.80,4.57,3.71,1.486,4.01
"OCT 2008",3.77,4.31,4.42,4.466,3.88,4.18,4.23,4.78,4.52,3.80,1.513,3.23
"NOV 2008",3.57,4.06,4.20,4.147,3.56,3.98,3.96,4.74,4.13,3.58,1.472,3.05
"DIC 2008",2.89,3.61,3.89,3.858,3.05,3.54,3.65,4.47,3.36,2.44,1.311,2.90
"ENE 2009",2.90,3.74,4.10,4.146,3.07,3.60,3.76,4.62,3.17,2.48,1.250,2.93
"FEB 2009",3.09,3.83,4.20,4.233,3.13,3.68,3.80,4.54,3.23,2.86,1.293,3.14
"MAR 2009",3.05,3.72,4.14,4.059,3.02,3.65,3.66,4.46,3.00,2.85,1.308,3.19
"ABR 2009",3.10,3.73,4.09,4.006,3.13,3.66,3.77,4.36,3.16,2.90,1.441,3.17
"MAY 2009",3.33,3.86,4.13,4.054,3.37,3.80,3.85,4.42,3.41,3.30,1.446,3.09
"JUN 2009",3.59,4.03,4.33,4.235,3.47,3.90,3.96,4.61,3.52,3.74,1.472,3.13
"JUL 2009",3.44,3.86,4.09,4.012,3.34,3.73,3.76,4.37,3.55,3.58,1.347,3.37
"AGO 2009",3.39,3.70,3.89,3.778,3.31,3.59,3.61,4.12,3.45,3.61,1.379,3.55
"SEP 2009",3.30,3.68,3.87,3.803,3.26,3.59,3.58,4.09,3.42,3.44,1.320,3.49
"OCT 2009",3.27,3.62,3.80,3.771,3.21,3.56,3.53,4.10,3.34,3.40,1.331,3.69
"NOV 2009",3.30,3.66,3.84,3.790,3.22,3.56,3.52,4.06,3.46,3.42,1.356,3.70
"DIC 2009",3.35,3.66,3.87,3.804,3.14,3.48,3.44,4.01,3.60,3.59,1.270,3.62
"ENE 2010",3.50,3.86,4.10,3.989,3.26,3.52,3.47,4.08,4.01,3.75,1.336,3.65
"FEB 2010",3.46,3.84,4.11,3.978,3.17,3.50,3.36,4.05,4.02,3.71,1.339,3.53
"MAR 2010",3.46,3.75,3.99,3.830,3.10,3.44,3.37,3.95,3.98,3.76,1.351,3.43
"ABR 2010",3.51,3.75,4.16,3.901,3.06,3.40,3.32,4.00,3.96,3.87,1.352,3.49
"MAY 2010",3.25,3.59,3.68,4.084,2.73,3.08,3.02,3.99,3.60,3.46,1.279,3.29
"JUN 2010",3.14,3.60,3.70,4.555,2.54,3.07,2.90,4.10,3.14,3.24,1.210,3.34
"JUL 2010",3.04,3.57,3.62,4.433,2.62,2.99,2.85,4.03,2.97,3.01,1.104,3.26
"AGO 2010",2.78,3.29,3.44,4.037,2.35,2.68,2.56,3.80,2.68,2.71,0.982,3.27
"SEP 2010",2.77,3.31,3.50,4.095,2.30,2.68,2.52,3.86,2.84,2.65,1.072,3.27
"OCT 2010",2.68,3.29,3.34,4.037,2.35,2.72,2.58,3.80,2.80,2.52,0.892,3.45
"NOV 2010",2.94,3.63,3.73,4.686,2.53,3.00,2.79,4.18,3.03,2.75,1.051,3.81
"DIC 2010",3.34,4.03,4.07,5.374,2.91,3.34,3.16,4.60,3.34,3.30,1.194,3.87
"ENE 2011",3.43,4.10,3.94,5.379,3.02,3.44,3.23,4.73,3.61,3.41,1.216,3.94
"FEB 2011",3.57,4.21,4.48,5.258,3.20,3.60,3.41,4.74,3.77,3.59,1.293,4.04
"MAR 2011",3.54,4.23,4.49,5.249,3.21,3.61,3.42,4.88,3.54,3.44,1.256,3.94
"ABR 2011",3.59,4.32,4.66,5.329,3.34,3.69,3.65,4.84,3.56,3.47,1.270,3.92
"MAY 2011",3.40,4.21,4.37,5.322,3.06,3.49,3.40,4.76,3.26,3.19,1.148,3.90
"JUN 2011",3.31,4.19,4.37,5.480,2.89,3.43,3.28,4.82,3.12,3.00,1.136,3.91
"JUL 2011",3.35,4.26,4.59,5.825,2.74,3.40,3.17,5.46,2.98,3.03,1.118,3.95
"AGO 2011",2.83,3.77,4.21,5.252,2.21,2.98,2.68,5.27,2.40,2.32,1.030,4.00
"SEP 2011",2.61,3.60,4.04,5.200,1.83,2.64,2.34,5.75,2.18,1.98,1.011,4.05
"OCT 2011",2.76,3.78,4.09,5.251,2.00,2.99,2.46,5.97,2.24,2.14,1.011,3.82
"NOV 2011",2.78,4.04,4.41,6.192,1.87,3.41,2.45,7.06,1.96,2.02,0.993,3.67
"DIC 2011",2.75,3.99,4.11,5.505,1.93,3.16,2.38,6.81,1.81,2.00,1.014,3.52
"ENE 2012",2.66,3.89,3.92,5.399,1.82,3.18,2.20,6.54,2.04,1.96,0.980,3.44
"FEB 2012",2.61,3.73,3.75,5.111,1.85,3.02,2.24,5.55,2.13,1.96,0.968,3.49
"MAR 2012",2.63,3.52,3.29,5.170,1.83,2.95,2.25,5.05,2.17,2.17,1.012,3.55
"ABR 2012",2.58,3.60,3.39,5.790,1.62,2.99,2.29,5.68,2.03,2.05,0.953,3.55
"MAY 2012",2.42,3.54,3.53,6.126,1.34,2.75,1.96,5.78,1.78,1.81,0.859,3.49
"JUN 2012",2.32,3.50,3.41,6.589,1.30,2.57,1.93,5.90,1.60,1.61,0.841,3.39
"JUL 2012",2.20,3.34,3.25,6.795,1.24,2.28,1.75,6.00,1.47,1.51,0.778,3.30
"AGO 2012",2.25,3.25,3.01,6.581,1.34,2.12,1.76,5.82,1.49,1.68,0.809,3.35
"SEP 2012",2.22,3.15,2.43,5.920,1.49,2.24,1.84,5.25,1.53,1.71,0.806,3.46
"OCT 2012",2.17,3.01,2.31,5.647,1.47,2.19,1.77,4.95,1.54,1.73,0.776,3.52
"NOV 2012",2.10,2.92,2.25,5.690,1.34,2.14,1.65,4.85,1.55,1.65,0.743,3.57
"DIC 2012",2.07,2.73,2.10,5.340,1.30,2.01,1.56,4.54,1.60,1.71,0.745,3.57
"ENE 2013",2.20,2.73,2.40,5.050,1.51,2.17,1.74,4.21,1.82,1.89,0.778,3.60
"FEB 2013",2.27,2.84,2.86,5.218,1.54,2.24,1.83,4.49,1.92,1.98,0.747,3.60
"MAR 2013",2.19,2.70,3.03,4.921,1.35,2.07,1.67,4.64,1.65,1.96,0.609,3.57
"ABR 2013",2.01,2.48,2.86,4.591,1.20,1.80,1.66,4.28,1.46,1.75,0.571,3.48
"MAY 2013",2.08,2.42,2.69,4.246,1.29,1.87,1.69,3.96,1.62,1.92,0.798,3.45
"JUN 2013",2.42,2.78,3.07,4.671,1.53,2.21,2.00,4.38,1.96,2.29,0.854,3.53
"JUL 2013",2.59,2.85,3.10,4.660,1.56,2.25,2.03,4.42,2.09,2.58,0.830,3.65
"AGO 2013",2.69,2.95,3.10,4.507,1.73,2.36,2.20,4.42,2.29,2.75,0.758,3.92
"SEP 2013",2.79,3.09,3.41,4.417,1.89,2.49,2.32,4.54,2.44,2.83,0.726,4.06
"OCT 2013",2.61,2.91,3.16,4.216,1.76,2.39,2.18,4.25,2.26,2.62,0.633,4.11
"NOV 2013",2.63,2.82,3.17,4.106,1.68,2.27,2.06,4.10,2.31,2.72,0.615,4.46
"DIC 2013",2.75,2.90,3.31,4.139,1.80,2.33,2.16,4.11,2.50,2.90,0.673,4.57
"ENE 2014",2.72,2.80,3.21,3.785,1.76,2.38,2.10,3.87,2.48,2.88,0.668,4.59
"FEB 2014",2.58,2.65,3.09,3.561,1.56,2.25,1.89,3.65,2.37,2.72,0.602,4.51
"MAR 2014",2.54,2.54,2.89,3.312,1.51,2.15,1.81,3.40,2.34,2.74,0.620,4.49
"ABR 2014",2.48,2.42,2.61,3.104,1.46,2.03,1.85,3.23,2.30,2.72,0.618,4.45
"MAY 2014",2.35,2.27,2.55,2.933,1.33,1.84,1.71,3.12,2.27,2.58,0.597,4.22
"JUN 2014",2.31,2.17,2.28,2.712,1.26,1.71,1.60,2.92,2.35,2.60,0.593,4.07
"JUL 2014",2.23,2.07,2.16,2.671,1.11,1.56,1.41,2.79,2.31,2.55,0.543,4.21
"AGO 2014",2.11,1.90,1.99,2.419,0.95,1.41,1.20,2.63,2.12,2.43,0.511,4.27
"SEP 2014",2.13,1.81,1.85,2.196,0.92,1.35,1.15,2.40,2.08,2.54,0.540,4.18
"OCT 2014",1.97,1.70,1.69,2.111,0.79,1.26,1.03,2.42,1.82,2.30,0.491,3.89
"NOV 2014",1.95,1.61,1.62,2.070,0.72,1.14,0.93,2.29,1.72,2.34,0.472,3.62
"DIC 2014",1.80,1.41,1.45,1.785,0.59,0.92,0.78,1.99,1.52,2.21,0.387,3.70
"ENE 2015",1.56,1.18,1.27,1.542,0.39,0.67,0.52,1.70,1.21,1.90,0.268,3.56
"FEB 2015",1.56,1.12,1.21,1.513,0.30,0.60,0.42,1.56,1.59,1.97,0.377,3.42
"MAR 2015",1.56,1.02,0.96,1.226,0.23,0.51,0.33,1.29,1.59,2.04,0.379,3.51
"ABR 2015",1.49,0.99,0.85,1.313,0.12,0.44,0.31,1.36,1.65,1.93,0.330,3.57
"MAY 2015",1.80,1.41,1.34,1.771,0.56,0.89,0.75,1.81,1.94,2.21,0.410,3.46
"JUN 2015",1.98,1.68,1.67,2.234,0.79,1.20,1.05,2.20,2.06,2.36,0.473,3.63
"JUL 2015",1.88,"_",1.53,2.101,0.71,1.11,0.99,2.04,2.03,2.34,0.440,3.53
"AGO 2015",1.77,1.45,1.39,1.950,0.61,1.01,0.85,1.84,1.86,2.17,0.386,3.51
"SEP 2015",1.78,1.44,1.48,2.031,0.65,1.00,0.87,1.92,1.85,2.18,0.361,3.35
"OCT 2015",1.65,1.29,1.20,1.725,0.52,0.87,0.73,1.70,1.81,2.07,0.316,3.12
"NOV 2015",1.77,1.31,1.16,1.728,0.52,0.88,0.72,1.57,1.94,2.27,0.311,3.15
"DIC 2015",1.77,1.34,1.19,1.686,0.55,0.93,0.75,1.58,1.87,2.25,0.299,2.98
"ENE 2016","_","_",1.11,1.728,0.43,0.84,0.65,1.53,1.73,2.10,0.223,2.85
"FEB 2016","_","_",1.04,1.724,0.17,0.59,0.37,1.56,1.44,1.79,0.022,2.89
