"","IE_7_5.1","IE_7_5.2","IE_7_5.3","IE_7_5.4","IE_7_5.5","IE_7_5.6","IE_7_5.7","IE_7_5.8","IE_7_5.9","IE_7_5.10","IE_7_5.11","IE_7_5.12","IE_7_5.13","IE_7_5.14","IE_7_5.15"
"ENE 2011",-4927225.635,300646.443,337423.019,-374022.073,590539.576,50210.242,-36776.576,110813.181,-84319.991,-283558.812,-134237.892,-1901003.482,-344208.444,-1434482.200,-131219.217
"FEB 2011",-3249655.051,417924.199,374753.812,-624817.609,766815.983,-79251.003,43170.387,229857.867,197606.643,-173501.250,-167661.721,-1618332.367,127598.756,-1208584.519,-108968.810
"MAR 2011",-4593618.184,-281083.492,-481201.315,-1090618.513,740995.821,-38236.202,200117.823,375786.134,-521165.643,-237373.012,-180738.622,-1491462.731,-410655.690,-1181252.613,-215666.626
"ABR 2011",-3961654.280,258920.464,-164576.804,-865690.470,743225.440,-75094.246,423497.268,273663.654,-251019.252,-140923.353,-117939.253,-1427979.249,-732337.495,-1069276.125,-106794.177
"MAY 2011",-3409662.006,354838.213,149891.263,-753853.058,758817.365,69208.498,204946.950,289886.116,231142.039,-99778.282,-66131.449,-1410057.445,-302198.018,-1249847.583,-116298.530
"JUN 2011",-3924849.415,616094.184,484605.810,-698835.364,1003240.390,39996.735,131488.374,206774.620,383429.138,-115528.612,-113851.155,-1541964.029,-339036.746,-1277197.021,-77647.606
"JUL 2011",-1641505.701,2025522.998,1150061.562,-528027.205,989166.618,181162.242,875461.436,532059.465,1500435.612,-237368.075,-103067.442,-1695003.085,-275536.473,-1235338.727,-51768.060
"AGO 2011",-4922183.306,-256639.475,-483544.346,-859040.793,462732.042,-52832.290,226904.871,326023.217,-374455.125,-197328.551,-108542.292,-1582745.526,-426100.822,-1598645.676,-74350.191
"SEP 2011",-4852960.876,-147015.529,-176915.350,-840104.895,737961.330,-2991.789,29899.822,177768.947,-482680.482,-266019.635,-86249.844,-1807935.815,-440508.126,-1466539.437,-20833.695
"OCT 2011",-3631591.776,-124004.197,-436082.108,-1171157.009,1494801.947,-58162.138,312077.911,189742.652,-461024.382,-289508.455,-52391.306,-1337573.606,-436413.748,-1277846.573,-27034.636
"NOV 2011",-2674120.809,1672803.234,1587121.178,-558578.149,1570173.457,70480.865,85682.056,148922.453,936447.038,-492487.693,-122013.076,-1677987.011,-446894.909,-1171587.042,-49765.321
"DIC 2011",-4548652.962,-624433.875,-743260.081,-552244.524,321535.800,-194694.443,118826.207,328170.050,-1527295.075,-141125.163,-84761.405,-1498670.548,-550169.564,-1081378.929,-87494.010
"ENE 2012",-3655148.820,911187.062,573137.683,-340192.367,705860.966,-15312.869,338049.378,275673.797,620184.548,-84977.410,-134284.676,-2208777.230,-518641.776,-1397630.690,-61363.668
"FEB 2012",-3759070.587,483994.382,259064.506,-402980.277,701993.353,-25705.925,224929.876,326924.241,-38815.499,-229426.747,-67217.780,-1859541.383,-523993.462,-1218200.830,25120.772
"MAR 2012",-3245249.675,1470335.751,985166.940,-422513.341,1002554.595,94189.775,485168.810,330241.574,1276830.731,-150656.908,-104778.598,-1836327.276,-1043075.328,-875000.144,52834.401
"ABR 2012",-3355791.296,792977.569,518253.145,-323591.621,830430.567,39170.053,274724.425,257247.740,142042.975,-190399.126,-75449.141,-1651408.347,-420154.923,-1007664.713,-42644.465
"MAY 2012",-1925900.121,1304003.495,928428.060,-336477.252,1043481.023,63886.658,375575.435,157157.079,711549.256,-189845.887,-116195.456,-1028286.955,-399336.994,-1128682.726,-37701.848
"JUN 2012",-2700352.115,679958.147,200849.606,-275984.031,687188.213,49523.610,479108.541,332459.514,520717.733,32639.835,-37005.992,-2105826.741,-263786.126,-1154817.708,-7792.592
"JUL 2012",-1692609.405,1560868.474,1190131.315,-240109.381,887825.771,81660.755,370737.160,336919.082,1457920.889,17409.494,-1665.451,-1704932.822,-436169.483,-1242677.011,-30656.234
"AGO 2012",-3145130.781,568437.317,377046.012,-296487.728,466340.735,209856.203,191391.305,176192.181,1244829.180,179094.642,-37086.030,-2157795.106,-439386.579,-1323117.471,-3309.909
"SEP 2012",-3084757.066,496510.582,250355.823,-492399.623,695144.036,80356.785,246154.759,252740.894,511901.773,-39240.709,-61609.230,-1779942.926,-377079.423,-1291485.713,12263.668
"OCT 2012",-1492352.664,1236700.136,625923.785,-290440.723,754208.126,62575.485,610776.352,425382.184,1492447.688,66623.518,-20508.844,-1762169.363,-178806.329,-1185652.990,32488.025
"NOV 2012",-1406966.023,1980037.007,1315384.471,-122653.107,984626.487,243520.582,664652.536,409861.139,1593376.745,-82088.954,-148892.086,-1560453.926,-291223.620,-1057150.536,28309.388
"DIC 2012",-1294026.420,1279569.479,579906.687,-276918.190,712210.598,30603.951,699662.792,547409.122,1103128.182,-83049.572,-50523.769,-1412617.454,22741.653,-983484.324,143684.351
"ENE 2013",-3498816.609,1377769.229,654876.069,-273537.395,674063.431,108081.934,722893.160,490054.620,715119.140,-251618.979,-68649.655,-1685127.761,-411722.141,-1268440.839,-46178.544
"FEB 2013",-1183983.350,1498340.246,956824.263,-232522.603,657545.945,277748.236,541515.982,606805.839,1125333.946,-138818.708,-10050.964,-1400700.794,124212.879,-1030267.475,91772.669
"MAR 2013",634934.686,1766574.091,1231076.644,-186719.954,873234.639,234155.405,535497.447,378057.784,1931828.311,98320.761,-46441.667,-1191771.775,-160212.465,-894439.576,-28405.645
"ABR 2013",-1642340.112,1584099.458,985932.434,-298316.048,1128324.764,200301.526,598167.024,481916.542,1413177.364,-150889.482,-11416.895,-1807618.706,49330.890,-892151.705,-74684.773
"MAY 2013",-27463.094,2208248.127,1357813.633,-313836.635,962279.617,218283.684,850434.494,804182.989,2203853.615,-9462.049,-57805.353,-1577848.064,73434.067,-1005780.924,-55493.928
"JUN 2013",-106738.091,2186175.310,1233974.642,-335039.067,1192524.885,52544.297,952200.669,905250.118,1881169.742,-21255.889,3839.255,-1406074.235,165685.694,-975471.288,-18582.400
"JUL 2013",-786651.608,1584344.718,1189417.227,-348465.302,810286.572,220474.597,394927.491,419246.767,1587043.689,-70353.693,58207.833,-1328045.822,-57757.292,-1232089.081,33303.785
"AGO 2013",-1809345.653,1360400.903,937453.374,-301241.357,948478.427,147066.169,422947.529,294681.423,1216438.475,-45740.944,37189.559,-1652538.864,-189329.775,-1152985.711,-4061.301
"SEP 2013",-2587023.550,889062.054,640320.299,-486801.327,794540.562,121444.249,248741.755,278356.391,565717.412,-49448.794,-8902.909,-1553837.024,-376707.190,-1373908.836,-2460.739
"OCT 2013",-1358750.516,1594691.169,916998.994,-425501.374,1106423.628,118640.602,677692.175,587973.793,1162861.090,-298607.606,30513.559,-1218587.938,-4811.309,-1268947.722,11631.929
"NOV 2013",-1759233.528,1097881.195,843532.803,-458654.491,504766.377,171698.985,254348.392,329826.534,714928.974,-333698.635,-43050.346,-1303754.493,-151654.754,-1064817.168,62986.644
"DIC 2013",-1829991.919,547657.852,269182.158,-527668.581,703022.134,-51474.358,278475.694,414484.815,844435.940,-268588.597,-74623.770,-1208340.494,-70260.327,-1261492.363,33652.134
"ENE 2014",-2818273.205,1168378.922,585549.089,-500821.727,628276.865,191224.146,582829.833,421912.710,289220.148,-351162.447,19886.803,-1510703.050,-148779.845,-1265197.351,20490.689
"FEB 2014",-1622215.448,1492532.201,809232.630,-473768.975,787747.535,125267.951,683299.571,815354.988,1311099.246,-93109.437,5799.743,-1404708.348,44384.968,-1211609.945,38369.082
"MAR 2014",-2053905.720,852436.355,382648.857,-480080.316,756181.375,115018.724,469787.499,547552.933,960736.884,98810.197,-24884.310,-1539256.279,63391.983,-1059822.755,58337.391
"ABR 2014",-2154809.539,387273.638,74776.909,-576385.564,330476.139,-1374.249,312496.729,379986.799,576394.322,57617.252,-18881.907,-1052655.226,-199889.849,-1027812.919,130743.065
"MAY 2014",-1756165.550,1230221.992,672684.105,-529146.986,783835.351,109591.952,557537.887,607192.221,1210618.965,30232.159,-42700.990,-1625083.538,-80851.259,-1187217.669,86557.089
"JUN 2014",-1477012.325,966802.123,370073.447,-645185.136,795045.529,30117.514,596728.676,673896.892,1098676.684,9389.712,43740.628,-1364770.368,-114866.213,-1203953.752,54224.557
"JUL 2014",-1826678.821,1306894.300,1031031.781,-422960.558,1149943.022,189497.724,275862.519,397043.453,1049704.692,90074.584,18348.008,-1608347.466,83955.967,-1473192.905,179579.540
"AGO 2014",-2771962.237,1157298.895,582490.186,-409475.027,628749.339,141314.922,574808.708,527429.920,1186161.278,25577.813,39328.444,-1880007.931,-342699.015,-1365764.495,150773.865
"SEP 2014",-2373747.307,1049222.791,821548.536,-715899.175,876640.829,287550.610,227674.255,300809.638,791983.373,-18143.837,-187.143,-1342999.078,-425693.437,-1594916.270,107698.224
"OCT 2014",-2240060.245,698235.659,433080.022,-906335.719,652334.718,302151.901,265155.636,373738.748,814567.783,154294.493,36386.751,-1622646.739,-67075.928,-1551326.768,281487.633
"NOV 2014",-1555244.513,687323.982,619269.210,-659548.601,705144.330,228509.712,68054.772,127869.341,708958.197,135711.795,-39684.140,-1038939.052,-188418.257,-1241255.235,124689.134
"DIC 2014",-1821779.353,226718.582,-43932.142,-765538.827,547588.273,-15175.325,270650.724,280795.969,301115.580,192938.785,-57758.813,-1287596.753,148959.092,-1503719.093,162235.288
"ENE 2015",-2596183.563,783402.576,222792.249,-579701.460,526961.426,256568.599,560610.326,691749.220,415048.482,-150468.910,-26352.492,-951443.057,-48336.734,-1572354.751,-74238.350
"FEB 2015",-2037202.418,721453.555,390394.893,-672018.216,770925.662,158005.294,331058.662,532995.137,764352.008,-202065.153,-12638.827,-939138.111,25222.030,-1578834.128,27029.877
"MAR 2015",-890593.814,1357880.817,925490.783,-471433.227,759291.565,289203.601,432390.034,523605.523,1069386.492,-272171.779,-72590.691,-377537.129,97607.329,-1651921.575,19019.868
"ABR 2015",-2253081.968,607498.889,73891.870,-770885.056,527966.279,116629.917,533607.018,608229.532,278973.497,-197973.653,-62271.308,-1081919.980,6507.212,-1199565.907,-15798.002
"MAY 2015",-1657308.110,910895.713,473217.932,-834746.214,838873.694,126748.786,437677.781,500382.894,822568.630,-178710.763,-30718.656,-810812.941,-81026.570,-1493270.755,-13623.188
"JUN 2015",-2046007.187,570784.920,499996.611,-884531.387,1148771.121,-67037.266,70788.308,338499.347,475426.312,-11016.773,-94700.385,-741136.264,-72196.099,-1665865.970,-3110.766
"JUL 2015",-1396119.158,1108009.819,553124.645,-721291.445,1147141.581,35467.319,554885.174,567485.195,1042727.476,51937.351,-48766.876,-969774.956,-22025.860,-1673079.696,-32471.095
"AGO 2015",-3194590.518,217098.136,11279.756,-596214.336,554569.813,-58593.839,205818.380,133356.069,69309.374,-46070.541,-70811.962,-1073841.640,-100778.071,-1601273.266,-7022.177
"SEP 2015",-2570957.118,999815.714,616111.234,-843919.838,982421.037,184692.209,383704.480,527449.459,571325.071,-164921.950,-110846.126,-931413.410,-14640.048,-1869723.120,-181096.891
"OCT 2015",-1888234.508,735714.997,200236.027,-864350.413,681444.775,257167.172,535478.970,550237.562,587154.986,13614.273,-95652.785,-1014629.972,-13407.762,-1657353.769,26793.405
"NOV 2015",-1849666.781,554499.759,129492.177,-756416.147,518873.317,86396.205,425007.582,515245.152,741256.890,-163571.110,-33181.382,-862089.955,49292.812,-1581502.295,39122.121
"DIC 2015",-1793934.168,-83536.143,-74824.591,-842206.036,483604.444,-28259.268,-8711.552,158096.001,-1371.677,-112317.350,-89187.347,-317484.550,141764.718,-1639469.972,6170.976
"ENE 2016",-2386583.714,1303035.908,615176.510,-574767.488,544076.074,194926.261,687859.399,779121.186,719280.895,-288279.259,-121960.707,-881446.377,-79241.417,-1722258.926,-58963.234
