"","IE_8_9.1","IE_8_9.2","IE_8_9.3","IE_8_9.4","IE_8_9.5","IE_8_9.6","IE_8_9.7","IE_8_9.8","IE_8_9.9","IE_8_9.10","IE_8_9.11","IE_8_9.12","IE_8_9.13","IE_8_9.14","IE_8_9.15"
"FEB 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2013",1558659807,798150934,19137716,127109936,69012559,582890723,204280786,743848887,625438642,599955095,29211536,89198704,6759419,9900567,898731987
"ABR 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 2013",1519122966,763059208,18973662,122351152,64195218,557539174,198431996,738107457,618662791,593928889,26761620,92683048,6753694,11202607,881290005
"JUL 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2013",1481543452,742033067,18730674,118250944,62934100,542117347,195082906,724319243,610497087,586298776,27238720,86583440,6881892,8309250,868514093
"OCT 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2013","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2013",1448244104,719179993,18448292,115464616,60153711,525113372,176822311,714983890,604394571,580783948,25910144,84679176,6299309,7780912,841370593
"ENE 2014","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 2014","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 2014",1440348673,712508734,17756408,113147974,58386490,523217867,170838637,713627697,599143728,576458003,22670996,91917950,6220574,7886623,828368855
"ABR 2014","_","_","_","_","_","_","_",710951572,"_",576249292,23174324,"_","_","_","_"
"MAY 2014","_","_","_","_","_","_","_",708372512,"_",575044882,24215484,"_","_","_","_"
"JUN 2014",1423177753,693552820,17570948,110307208,55435589,510239064,161218373,713717236,595437162,573423192,25321032,92958854,6375934,9531766,812091124
"JUL 2014","_","_","_","_","_","_","_",704251328,"_",570736496,24671282,"_","_","_","_"
"AGO 2014","_","_","_","_","_","_","_",701164433,"_",569211915,24508090,"_","_","_","_"
"SEP 2014",1386860140,671335860,17792952,108672820,53402608,491467474,156197182,697740517,586085784,564252407,24458860,87195864,6972420,10811341,795685574
"OCT 2014","_","_","_","_","_","_","_",695930483,"_",562514328,24751140,"_","_","_","_"
"NOV 2014","_","_","_","_","_","_","_",691434477,"_",553016977,25417674,"_","_","_","_"
"DIC 2014",1380217645,674081608,17693236,112267506,49769653,494351204,150317114,689962392,579792560,557973092,29022290,81147537,5962207,10211425,779879327
"ENE 2015","_","_","_","_","_","_","_",686636732,"_",555359122,28373336,"_","_","_","_"
"FEB 2015","_","_","_","_","_","_","_",683393795,"_",553773705,28439024,"_","_","_","_"
"MAR 2015",1375083439,675779409,17611388,109417596,48062739,500687682,146612985,681977596,573966069,552110295,28225068,79786459,6199194,11127237,768641793
"ABR 2015","_","_","_","_","_","_","_",675781831,"_",545841722,27371778,"_","_","_","_"
"MAY 2015","_","_","_","_","_","_","_",673998831,"_",543280060,28377244,"_","_","_","_"
"JUN 2015",1357556495,661450207,17761464,110004866,46089758,487594091,138328928,679907793,563882912,542421650,31350988,84673895,5744699,10453796,748301598
"JUL 2015","_","_","_","_","_","_","_",671925407,"_",540809053,31003664,"_","_","_","_"
"AGO 2015","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 2015",1339139362,655031416,17995562,109825542,45445211,481765054,135851485,667370988,557659322,536510884,31197794,78513884,5695006,11041953,738956018
"OCT 2015","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 2015","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 2015",1327079960,644281644,18105864,110463435,43936234,471776088,135189589,663662207,552068563,531255667,32482438,79111205,5817145,13318960,731194386
